OTU	F001	F009	F012	F015	F016	F023	F025	F028	F029	F033	F037	F040	F041	F042	F043	F044	F046	F047	F048	F052	F053	F060	F062	F067	F069	F075	F076	F078	F080	F084	F085	F087	F095	F096	F097	F099	F101	F102	F103	F104	F107	F108	F109	F127	F134	F143	F145
4864a5d7c12b6b395d68a06bc5bd0854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
0339031a728806559b09a335a1fcd510	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a575ceaed123ea8506f56b3798ccf58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5078264a93526ca166769efcb52cb2a4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0
c9a7556736de7ab208d8b4be2b6d42ae	0	22	0	0	32	15	19	0	0	0	0	0	22	10	0	11	0	9	20	11	33	11	0	12	0	0	26	10	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153b685df9ddcd734074019d6be883d	0	0	0	27	4	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
0a32e1e811999d82b1a431019602e82a	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43f05bc8b47bf6e0e95a6b7888cbe9dd	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc94b1a24816248265820d862df20a4f	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
f853607728c28e8a01bc21e39deb0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
adc51715ce9f8d4618e5e2ef4a76ed64	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a348709984885976a91d437463db599d	7	0	0	37	53	30	0	0	0	42	0	0	27	39	0	0	0	31	0	0	77	72	0	145	69	83	134	159	36	44	0	62	0	36	0	0	0	0	0	100	108	0	70	0	0	54	0
9d25efa28ba229daf4ca723282896fd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566ad9a5f42ccbe61e362e958e637910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a3767528941e11feb5e37e7f942709d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
d87d626a7cb2f48744f94a641a71b68c	0	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0	0	0	0	18	0	0	0	21	0	0	7	10	0	0	0	14	0	0	0	0	0	0	0	0	21	0	0	0	0	11	0
80718c8c2fd01c9af01cad96a9199032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef0c896e79a5a071a74130ea08f9af21	0	14	0	0	0	0	0	0	11	21	0	0	0	0	0	0	0	20	28	0	0	25	0	53	24	32	59	39	0	27	0	0	0	0	0	0	0	0	0	0	49	0	28	0	0	16	0
757b90a42eeacdfc94d0ed6d627de5fe	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9185cc900b20cc8aecf7912337252d36	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8bd5bee1621dc8d26c056dd41c2e27ab	0	6	0	0	2	3	0	0	10	2	0	0	0	16	16	0	0	0	0	0	0	9	0	0	0	2	0	11	0	0	0	0	23	0	0	0	0	0	0	0	0	0	17	0	0	4	0
5e0aef64a44113fbd3e7ca15dcdc00ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639c1d13f3eb37449f408a82ae5dece6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ef0c6a97d7f944392d4ae92c9780111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
