OTU	F001	F009	F012	F015	F016	F023	F025	F028	F029	F033	F037	F040	F041	F042	F043	F044	F046	F047	F048	F052	F053	F060	F062	F067	F069	F075	F076	F078	F080	F084	F085	F087	F095	F096	F097	F099	F101	F102	F103	F104	F107	F108	F109	F127	F134	F143	F145
1aa14cb6ec295fe95c1d7f066154acd1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47f5082b1e249fe8cde10bb3242f6000	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	23	0	0	13	0	0	0	38	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
8538970b0deffa7798ea73f15ecaf6ec	0	0	0	0	14	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c605467ef5f5ff6d6b1b9c7c3d59f684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15e9f32497de6ed1d2dedca1244611bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d06c4fff8ec595f0e7e73e4b5c7f5eb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b237759044d637890791e0321b377c31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
b833fca7600f95d6c75c7a1f0d899128	0	0	0	0	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524aa45609c169d0c104a13c41c77be3	0	0	0	0	66	44	0	0	0	0	0	0	31	0	0	0	0	51	0	0	64	0	0	0	50	33	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
30550634543c6ec2fe5f8b39d253e011	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	10	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6dc87e450f71135e903c8fddafeddae	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb29b2c6eeb767bceeb1882c50748748	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0
ac580b55b068b172ee94c0b22b1e7ecb	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27fa594472c7a8a0a0652117ac454de9	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a6ae34dd809b5158618eb819fd1a7245	0	16	0	4	0	12	9	0	10	12	0	0	0	0	7	0	0	0	0	7	0	0	0	12	3	0	7	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
cf8fbae565e89e02600214e1e706b2a1	0	36	0	31	67	25	39	0	28	19	0	0	0	0	0	0	0	0	26	0	0	0	0	55	20	0	26	60	27	36	0	26	36	30	0	0	25	0	0	0	0	0	0	0	0	0	0
d7cb0b0df0a8f59bcb025e7ff704fb01	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
21af357e23202565367695ee0e5e84bc	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248a4c4b0d9b4939f05f7206cd52e9fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0
4c53be6eb89d191a3454e1affed0ca78	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a979b198b604eea327e15ccd946cecbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fbb6d409d436dcfcc78eeab9c7a04028	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c30f098716f18263201b6e72b98f120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e1ffc5d00fb633734479aedbe5ecbb6	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	20	0
357b18829b958cfd3ab749eb8c6e67e3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bff14112e48daf9d40a960400e2956b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2883248ffdf65c5665e7ea6fd26b9a04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	45	29	26	0	26	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	19	47	26	0	0	0	37
97e14c52a3019aa8d4546346011a8b8e	0	0	0	0	11	0	43	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
073abdd717f115b90d2a773ba9aab49a	0	31	0	52	0	45	42	0	19	68	0	0	21	0	0	0	0	20	27	37	28	37	0	82	126	0	62	50	55	62	0	0	44	41	0	0	0	0	0	52	48	64	0	0	0	0	47
120e25bb12c8728445c712a5830ed38c	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
12a0ebde67c054a1c3ca4b328453bd69	0	0	0	0	0	5	0	0	0	0	0	0	11	5	0	8	0	7	12	0	0	4	0	4	15	10	22	0	2	3	0	0	0	0	0	0	0	36	0	5	3	6	0	0	0	4	0
eceebfbb7927151a913bc570296475be	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c566591aca865ad272a3aa0b070004c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
cfec04df8949358d310e26fcb31aeb5e	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e32a0c41a102a5ea77baa48a4e2e833	0	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
2c205f02796c34328a331de04000c94d	0	26	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	30	0	23	0	21	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0
89d2a72ec98435e41f174f008f06e486	0	0	0	0	36	0	16	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	31	19	0	32	30	35	0	0	0	0	17	0	0	0	0	0	22	24	0	0	0	0	0	0
c22060612201ebae3067d1c04daedf96	46	59	0	23	52	39	78	0	55	100	41	0	30	65	33	28	36	43	58	54	62	62	13	92	75	98	76	82	34	76	0	44	43	42	36	0	29	0	0	54	67	37	41	26	21	75	35
9c591d9cdf4c5e64a09ecafade409f59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44c1e97cf7c48ffbdd91deb25187214b	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e18410a66e901df4b7eeeb7ae00ad6f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
890cca14c4ca8ce51dae1a3ccc83d350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e07ac8166219bc97418c706ef7a709b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	25	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
fc376042bb9fe91f81fb2c995bbd99de	0	28	0	15	22	29	29	0	18	21	0	0	0	0	0	19	0	20	27	15	51	25	0	89	69	0	25	67	0	12	0	0	32	17	0	0	0	0	0	26	35	0	24	0	29	34	16
2cd4a4e2ccf842d4f45f5ff8aa362da1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3aed6f45b4e02ed0375764eaca1d7de	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	23	24	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0949b7b20789bbe8d034d8780cc7da17	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
e2153eff85876d62ec31b900698ebda2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
