# Constructed from biom file
#OTU ID	16S-even	16s-mock-even-insilico-v2	16s-mock-staggered-insilico-v2	16S-stag	BLANK	F059	F067	F075	F076	F080	F095	F096	F100	F104	F105	F106	F107	F109	F111	F135	F141	F143	F145	F60	F69	F78	F79	F87	unknown	taxonomy
ba9286ac7fd3dd2a125a8a7843005f26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
16ade4bdb9c982e21946a2eb6cf2c741	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
34c61d0e24b390ea921fc479ee2dcf74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; D_4__uncultured archaeon 'KTK 31A'; D_5__uncultured archaeon 'KTK 31A'; D_6__uncultured archaeon 'KTK 31A'
3eb760e60f9536beecf2260e8065c645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	18.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II
17eeb85da8cd0782fb5890c49245c19d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
ea1681774a9a9d71bcecb46e4e711164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	7.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	6.0	0.0	0.0	0.0	D_0__Archaea; D_1__Thaumarchaeota; D_2__Nitrososphaeria; D_3__Nitrosopumilales; D_4__Nitrosopumilaceae; D_5__Candidatus Nitrosopelagicus; Ambiguous_taxa
67d15e3404be57717579eec812c0ecd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; D_4__marine metagenome; D_5__marine metagenome; D_6__marine metagenome
84ce402bbecd33b12a0d464ecd799c90	0.0	0.0	0.0	0.0	0.0	311.0	375.0	222.0	165.0	208.0	290.0	421.0	254.0	252.0	78.0	285.0	220.0	287.0	281.0	273.0	632.0	77.0	125.0	351.0	220.0	477.0	0.0	233.0	5.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group III; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
2a5d36a01e48c9d06fe421daeb977195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
9f0971be17a8d5ad310c5375f150510b	0.0	0.0	0.0	0.0	0.0	50.0	39.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	12.0	0.0	0.0	28.0	0.0	0.0	24.0	27.0	0.0	0.0	18.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
281c419d5c32e036d9a3909fe8db7046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
